nos,customer_category,application_no,channel_code,marketing_program_code,gender_desc,marital_code,flag_contactless,rcc_billing,flag_on_us
-1891052348,NOR,LF1175491569,0,B,Female,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-1436250690,BCO,LF1130191193,0,G,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-168326336,NOR,LF1140047341,B,Y,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-263015275,NOR,LF1165390087,0,0,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-2038196050,BCO,C20070101520,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
325129903,NOR,C21081001562,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1969901452,NOR,C23051002806,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
1591670002,NOR,BD1000047368,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-230829536,NOR,C23101400759,0,0,Female,MAR,NOT CONTACTLESS,DENPASAR,ON US
-1307625948,NOR,C23112201598,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1122232799,NOR,C23121901034,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1078156336,NOR,LF1140369707,0,Z,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1244489068,NOR,C18100900756,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
-1184052573,NOR,C20022700114,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-2141687149,WMG,C20030500545,0,0,Female,DIV,NOT CONTACTLESS,JAKARTA 5,ON US
1474472532,WMG,C21052701012,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-561355085,WMG,C21062900640,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
396385549,WMG,C21081600641,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-38784475,NOR,C21021600582,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1853820181,NOR,C23112202091,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1000729504,NOR,C23110102578,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1450785508,NOR,HQ1200145709,L,Z,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
2083022529,NOR,LF1150081849,B,B,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1022489906,BCO,LF1150393868,0,B,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-2124187232,   ,,0,0,Male,CNV,NOT CONTACTLESS,SURABAYA,ON US
585204910,NOR,HQ0600112625,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
1686830174,NOR,,0,0,Female,MAR,NOT CONTACTLESS,PALEMBANG,ON US
1136987795,BCO,LF1150389881,0,B,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
266412701,BCO,LF1175076927,B,B,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
46065478,BCO,,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-542822948,BCO,LF1150507810,0,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1627026867,NOR,C18050400831,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1680893901,PTR,HQ1200114975,0,E,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
597585468,NOR,,0,0,Male,MAR,CONTACTLESS,MAKASSAR,ON US
-618650384,NOR,LF1140054103,B,Z,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
336613234,NOR,,0,0,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
-748252802,WMG,C18021900968,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1441103345,NOR,C19020700135,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-395904420,NOR,C19042603220,0,0,Female,MAR,NOT CONTACTLESS,MAKASSAR,ON US
1157293228,BCO,LF1165517369,B,B,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1821171968,NOR,C23090301074,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-2017605949,BCO,C20122800401,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1778647650,NOR,C20120100623,0,0,Male,MAR,NOT CONTACTLESS,MAKASSAR,ON US
-46947408,BCO,C22031700561,0,0,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-1776350942,NOR,C23101103235,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1326919415,NOR,SB1200058894,F,V,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-683297116,BCO,PB0900016704,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
471242594,NOR,C23061700137,0,0,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
439023952,NOR,C23122500224,0,0,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
-937192798,NOR,LF1175291536,B,B,Female,MAR,CONTACTLESS,PALEMBANG,ON US
789806368,BCO,C19062504487,0,0,Male,MAR,CONTACTLESS,SURABAYA,ON US
-306477299,BCO,LF1140450465,0,Z,Male,SIN,CONTACTLESS,JAKARTA 3,ON US
697245342,BCO,C23041402624,0,0,Female,SIN,CONTACTLESS,MEDAN,ON US
2091538050,BCO,C23041700575,0,0,Male,MAR,CONTACTLESS,JAKARTA 3,ON US
-449981455,NOR,HQ0900299495,0,0,Female,MAR,CONTACTLESS,JAKARTA 5,ON US
-806434879,BCO,LF1180074862,L,Y,Female,MAR,CONTACTLESS,MEDAN,ON US
1195148494,NOR,BD0900027353,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-353940925,BCO,LF1165590161,F,V,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1925410094,BCO,BD1100062402,B,B,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
591388577,NOR,C23081802836,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
324515470,BCO,BD1200074637,0,S,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
1394416608,BCO,PB1300020915,B,G,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
302297438,NOR,C22051800988,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1549374414,BCO,C22082401907,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
-236271774,BCO,LF1140563993,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1387430707,CLS,C23122001470,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
285207792,BCO,HQ1100120346,F,V,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
378066661,NOR,C19010702146,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
-1377440689,NOR,HQ1300024072,0,Z,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
190695442,BCO,LF1150157885,B,B,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1027619155,BCO,LF1180051982,L,Y,Male,SIN,NOT CONTACTLESS,BALIKPAPAN,ON US
336128224,BCO,C22072003110,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1970168188,BCO,C22090901943,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-497534066,BCO,LF1150263307,0,B,Male,MAR,NOT CONTACTLESS,JAYAPURA,ON US
-349629468,BCO,C23032402509,0,0,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-970056802,NOR,C18120702542,0,0,Male,MAR,NOT CONTACTLESS,DENPASAR,ON US
190267651,BCO,C20030500498,0,0,Female,SIN,NOT CONTACTLESS,DENPASAR,ON US
-1544084128,WMG,C21102901960,0,0,Female,DIV,NOT CONTACTLESS,JAKARTA 3,ON US
-569921742,PTR,LF1175164314,M,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-35881716,VP5,C19032901089,0,0,Male,MAR,NOT CONTACTLESS,MAKASSAR,ON US
120886337,VP5,C20021401935,0,0,Male,SIN,NOT CONTACTLESS,BALIKPAPAN,ON US
-471846769,NOR,C18041201308,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1362008256,BCO,C22080803314,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-2016767931,VIP,LF1180248797,B,K,Female,SIN,NOT CONTACTLESS,SEMARANG,ON US
-221257679,NOR,SB1200011376,B,B,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
1186137648,NOR,C23120300301,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1079370068,NOR,,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
852269405,NOR,HQ1200066576,L,Z,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
903858148,NOR,LF1150121980,B,Z,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
1682007822,BCO,SM0800019488,0,0,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
1062210532,NOR,LF1140009676,L,Z,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
426283088,DEP,BP1400019387,B,Z,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-728864707,PTR,PB0900006649,0,0,Male,SIN,NOT CONTACTLESS,PALEMBANG,ON US
965674913,NOR,LF1165889354,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1898417187,NOR,LF1175003528,0,B,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
-641262179,BCO,LF1130070705,L,Y,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1793704705,NOR,PB0700012922,0,0,Male,SIN,NOT CONTACTLESS,PALEMBANG,ON US
2000350181,BCO,MK0800011495,0,0,Male,SIN,NOT CONTACTLESS,MAKASSAR,ON US
693255936,BCO,C19062400386,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1154161245,BCO,C19082701937,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-1793882819,BCO,C19122303147,0,0,Female,MAR,NOT CONTACTLESS,DENPASAR,ON US
407452609,CLS,C23061901450,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-123248659,NOR,C23010602878,0,0,Male,SIN,NOT CONTACTLESS,SURABAYA,ON US
-66668237,NOR,C23112301884,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
890390065,WMG,,0,0,Female,MAR,NOT CONTACTLESS,MEDAN,ON US
-1876757439,NOR,LF1165157946,0,0,Female,SIN,CONTACTLESS,JAKARTA 4,ON US
-1204967437,CLS,C22090800932,0,0,Female,SIN,CONTACTLESS,JAKARTA 3,ON US
-1251271775,NOR,C22101202671,0,0,Male,MAR,CONTACTLESS,BANDUNG,ON US
2046513646,BCO,C22102700540,0,0,Male,MAR,CONTACTLESS,BANDUNG,ON US
-777762175,NOR,C23040301320,0,0,Male,MAR,CONTACTLESS,PALEMBANG,ON US
1194221807,BCO,C23011000558,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-694453631,BCO,LF1150049548,B,B,Male,MAR,CONTACTLESS,MEDAN,ON US
-993689469,NOR,PB0900012664,0,0,Male,SIN,CONTACTLESS,PALEMBANG,ON US
-1649877469,NOR,BD0700050529,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1306922381,NOR,SB1000054287,0,0,Female,MAR,NOT CONTACTLESS,DENPASAR,ON US
276427758,NOR,LF1165483913,B,C,Female,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-598432732,NOR,C22012103002,0,0,Male,SIN,NOT CONTACTLESS,MAKASSAR,ON US
-386867833,BCO,C23041400775,0,0,Female,SIN,NOT CONTACTLESS,SEMARANG,ON US
-600462797,NOR,BD0800001455,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1118753345,DEP,PB1300008385,L,I,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
1563318003,BCO,C23041301087,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
1878957376,NOR,C21012500259,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
243010115,WMG,C22101802465,0,0,Male,MAR,CONTACTLESS,MEDAN,ON US
1723810702,WMG,C23092602697,0,0,Male,MAR,CONTACTLESS,SURABAYA,ON US
-905710094,NOR,LF1175154825,I,E,Female,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
1582002816,BCO,C20012901059,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-452409036,PTR,C21022600210,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
-230349790,PTR,C22062903457,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
2108313954,NOR,LF1120123444,0,H,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1718742272,BCO,C19062703259,0,0,Female,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-695244563,NOR,SM1100007855,F,V,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
1082720031,NOR,BP1200005593,F,G,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
-714626763,NOR,LF1120070823,F,V,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
-1497879041,BCO,SB1400005814,0,V,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
410960066,BCO,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-169767260,NOR,HQ0600151475,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-921742733,NOR,SB0700052983,0,0,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
1256101200,NOR,SM1300016147,B,G,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
-179367855,NOR,LF1140085401,B,Z,Male,SIN,NOT CONTACTLESS,SURABAYA,ON US
-1039849532,BCO,MD1400008840,0,Z,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
-527162319,NOR,LF1140602027,0,B,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
482930350,NOR,LF1150484249,0,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1366243346,BCO,LF1140124719,0,Z,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1968774980,VIP,C19080202731,0,0,Female,MAR,NOT CONTACTLESS,MEDAN,ON US
-1545412353,NOR,HQ0700127560,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-2005831851,NOR,HQ1200294403,0,V,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
748285473,BCO,,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1607500546,BCO,C23091100972,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
1190605412,BCO,C20022100959,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-1206683664,BCO,C22031503355,0,0,Female,SIN,NOT CONTACTLESS,SEMARANG,ON US
5250932,BCO,C22060901198,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
298013204,STF,C23080802019,0,0,Female,SIN,NOT CONTACTLESS,DENPASAR,ON US
1821497756,NOR,C23100603168,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
1929351201,NOR,C23100700125,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1170127293,NOR,HQ1200276352,0,V,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1139880116,BCO,C19102500173,0,0,Male,SIN,NOT CONTACTLESS,BALIKPAPAN,ON US
-1006432384,BCO,HQ1100158856,B,S,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-797377611,NOR,,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1902084587,BCO,C19071801334,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
534032821,NOR,LF1165016190,0,0,Male,SIN,CONTACTLESS,MAKASSAR,ON US
33020354,NOR,LF1175260155,B,F,Male,MAR,CONTACTLESS,BANDUNG,ON US
1345887617,NOR,C22071804749,0,0,Male,SIN,CONTACTLESS,JAKARTA 3,ON US
1400847685,BCO,C23011201621,0,0,Male,MAR,CONTACTLESS,DENPASAR,ON US
436704484,NOR,C23030602203,0,0,Female,SIN,CONTACTLESS,MEDAN,ON US
1516994972,NOR,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-595832413,BCO,C21060201536,0,0,Male,SIN,NOT CONTACTLESS,SEMARANG,ON US
-1404623660,BCO,C22011200118,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-2068647360,STF,C19050302394,0,0,Male,MAR,CONTACTLESS,SEMARANG,ON US
626022850,BCO,BP0700005755,0,0,Male,DIV,NOT CONTACTLESS,BALIKPAPAN,ON US
1926647228,BCO,HQ0700170210,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-65767856,STF,LF1165867638,0,D,Female,SIN,NOT CONTACTLESS,PALEMBANG,ON US
497215298,BCO,LF1130124332,B,G,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-1983362624,STF,C22062201144,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-1157762351,NOR,HQ1200242402,0,V,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-606271394,NOR,C23032000329,0,0,Male,SIN,NOT CONTACTLESS,BANDUNG,ON US
128652847,NOR,HQ0700151645,0,0,Male,MAR,NOT CONTACTLESS,MAKASSAR,ON US
612845469,BCO,HQ1100231752,0,A,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1421626914,BCO,HQ1000389123,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1997818543,DCO,LF2140016867,L,Z,Female,MAR,NOT CONTACTLESS,PALEMBANG,ON US
692895298,VP5,C19052102969,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
737195052,BCO,C22072002941,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
-239219883,NOR,HQ1000423852,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1237367853,NOR,BD0700030180,0,0,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1213097117,WMG,C22033100923,0,0,Female,DIV,NOT CONTACTLESS,JAKARTA 3,ON US
583498260,WMG,C23010503056,0,0,Male,MAR,CONTACTLESS,JAKARTA 5,ON US
-1288455119,NOR,C19120600486,0,0,Female,DIV,CONTACTLESS,JAKARTA 5,ON US
-1288455119,NOR,C19120600486,0,0,Female,DIV,CONTACTLESS,JAKARTA 5,ON US
-93837468,NOR,LF1175121660,B,B,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-427065071,PTR,C20011301387,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1018127424,PTR,C19040502745,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1642393701,NOR,C23082202892,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1274022529,NOR,LF1175079863,0,B,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-93045332,NOR,HQ1200325678,0,G,Male,SIN,NOT CONTACTLESS,DENPASAR,ON US
-1386777646,NOR,C23102001252,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1987232351,NOR,LF1140132003,0,Z,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-63985327,COR,SB1100038367,I,E,Female,SIN,NOT CONTACTLESS,SURABAYA,ON US
-398975236,NOR,LF1165688743,H,I,Male,MAR,NOT CONTACTLESS,BANDUNG,ON US
-330172355,BCO,,0,0,Male,CNV,NOT CONTACTLESS,JAKARTA 4,ON US
2064994881,NOR,LF2150032362,0,B,Male,MAR,NOT CONTACTLESS,BALIKPAPAN,ON US
1873955795,NOR,LF1175222429,0,B,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1963430384,BCO,MK1100031344,B,S,Male,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1545865791,BCO,C23071802661,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1054982171,BCO,LF1165290971,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-31733631,NOR,LF1150261725,0,B,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-48928253,BCO,C22070702265,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-1527457440,COR,MD1300017456,I,S,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
1345428499,NOR,C23062500124,0,0,Female,MAR,NOT CONTACTLESS,BANDUNG,ON US
-725403629,BCO,LF1150017429,B,B,Male,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-1677356868,BCO,SB1100023561,L,Z,Male,CNV,CONTACTLESS,SURABAYA,ON US
-916986095,BCO,C22030700931,0,0,Male,SIN,CONTACTLESS,JAKARTA 5,ON US
-2121417364,BCO,C23073100102,0,0,Male,MAR,CONTACTLESS,BALIKPAPAN,ON US
1321390525,CLS,C23100201483,0,0,Male,MAR,CONTACTLESS,JAKARTA 5,ON US
801480062,WMG,,0,0,Female,DIV,NOT CONTACTLESS,JAKARTA 5,ON US
-1024732236,NOR,HQ1000144822,0,0,Female,MAR,CONTACTLESS,BALIKPAPAN,ON US
-737240065,NOR,SM0900028209,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
1510382735,NOR,SM0800018870,0,0,Female,MAR,NOT CONTACTLESS,SEMARANG,ON US
-1478072001,NOR,LF1150110224,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
466472564,NOR,C21042200728,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
394936607,NOR,C22051200823,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-171682384,BCO,C19061301147,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
-2126707678,BCO,C21082401787,0,0,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
1402523094,NOR,HQ0700022218,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-279114526,BCO,LF1140544548,B,B,Female,DIV,NOT CONTACTLESS,SURABAYA,ON US
1694735089,NOR,HQ0900103032,0,0,Male,SIN,NOT CONTACTLESS,BANDUNG,ON US
-516462067,BCO,C23081900206,0,0,Female,SIN,NOT CONTACTLESS,MEDAN,ON US
2017132769,WMG,C20031102027,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
-1618239073,NOR,C19102501704,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-1958399248,CLS,C22090800267,0,0,Female,DIV,NOT CONTACTLESS,JAKARTA 3,ON US
-2135547646,NOR,LF1175241841,0,B,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-274577441,BCO,LF1150428545,0,S,Female,SIN,NOT CONTACTLESS,MAKASSAR,ON US
-274577441,BCO,LF1150428545,0,S,Female,SIN,NOT CONTACTLESS,MAKASSAR,ON US
-1191444418,BCO,C22122603444,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
1344618546,BCO,C23112302478,0,0,Female,DIV,NOT CONTACTLESS,BANDUNG,ON US
503430068,NOR,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-1324374939,NOR,SM0600006873,0,0,Female,SIN,NOT CONTACTLESS,SEMARANG,ON US
-1883962348,NOR,HQ1000375176,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
957849316,BCO,LF1140265543,B,G,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
1720530526,NOR,HQ1100246616,0,H,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
1366780437,BCO,LF1150139375,B,B,Male,MAR,NOT CONTACTLESS,DENPASAR,ON US
-1171987300,BCO,HQ1200285987,0,S,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-981939787,BCO,BP1300009085,B,S,Female,SIN,NOT CONTACTLESS,BANDUNG,ON US
-144595324,BCO,LF1130059558,B,S,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-139849534,NOR,LF1130182608,I,E,Female,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
110837826,BCO,HQ0900201737,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
1022820929,NOR,C18082101584,0,0,Male,SIN,CONTACTLESS,JAKARTA 5,ON US
786365586,VIP,C18103001565,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
1959892738,NOR,,0,0,Male,MAR,NOT CONTACTLESS,MEDAN,ON US
-1781657299,NOR,,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1765967151,NOR,C19091002782,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
-1266887471,NOR,LF1120116453,F,G,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
1706890036,VP4,C21052100026,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-57592766,NOR,HQ1000073920,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 5,ON US
648229356,NOR,C18112700348,0,0,Male,MAR,NOT CONTACTLESS,PALEMBANG,ON US
1359810429,BCO,C23113000532,0,0,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
975675441,BCO,LF1150052747,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
898123232,NOR,C21093000786,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 4,ON US
1446367183,NOR,C23101801234,0,0,Female,SIN,NOT CONTACTLESS,SURABAYA,ON US
1900172789,NOR,C23102701406,0,0,Male,SIN,NOT CONTACTLESS,BANDUNG,ON US
564844673,BCO,MD1400010593,B,Z,Male,SIN,NOT CONTACTLESS,MEDAN,ON US
-1797731857,NOR,SB1300001533,F,V,Male,SIN,NOT CONTACTLESS,MEDAN,ON US
175695477,NOR,SM1400014851,B,S,Male,MAR,NOT CONTACTLESS,SEMARANG,ON US
-586484683,BCO,C23022100682,0,0,Female,SIN,CONTACTLESS,JAKARTA 3,ON US
76678016,NOR,C23070700390,0,0,Male,SIN,CONTACTLESS,SEMARANG,ON US
1023634716,NOR,LF1165694452,B,C,Male,SIN,CONTACTLESS,JAKARTA 3,ON US
1408887503,BCO,C23011700429,0,0,Male,MAR,CONTACTLESS,JAKARTA 4,ON US
-1381864910,NOR,C20031601209,0,0,Male,MAR,CONTACTLESS,DENPASAR,ON US
-1533672347,NOR,C23101701038,0,0,Female,SIN,NOT CONTACTLESS,JAKARTA 3,ON US
-732469651,NOR,LF3140007723,0,Z,Female,MAR,CONTACTLESS,MAKASSAR,ON US
-1878897933,BCO,LF1150051408,B,B,Male,MAR,CONTACTLESS,SURABAYA,ON US
-634471454,NOR,HQ1000016084,0,0,Male,MAR,CONTACTLESS,JAKARTA 3,ON US
245777613,BCO,LF1130032463,B,S,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
1365968500,NOR,HQ0900192000,0,0,Male,MAR,NOT CONTACTLESS,JAKARTA 4,ON US
-426060093,BCO,LF1130056704,B,S,Female,MAR,NOT CONTACTLESS,SURABAYA,ON US
-976599796,BCO,SB1300011543,B,V,Male,MAR,NOT CONTACTLESS,SURABAYA,ON US
81025580,NOR,LF1150742571,B,B,Male,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
-1100414059,NOR,C22040500236,0,0,Female,MAR,NOT CONTACTLESS,JAKARTA 3,ON US
106832881,NOR,C19112700243,0,0,Male,SIN,NOT CONTACTLESS,BALIKPAPAN,ON US
335327264,BCO,C21070800761,0,0,Male,SIN,NOT CONTACTLESS,JAKARTA 5,ON US
